Name Of Player,Date Month Year,Runs
M Amarnath,27 Dec 1984,1
M Amarnath,20 Feb 1985,17
M Amarnath,22 Mar 1985,29
M Amarnath,25 Aug 1985,7
M Amarnath,17 Nov 1985,11
M Amarnath,11 Jan 1986,309
M Amarnath,23 Dec 1987,262
M Amarnath,7 Jan 1988,21
M Amarnath,25 Mar 1988,161
M Amarnath,16 Oct 1988,42
M Amarnath,27 Oct 1988,131
M Amarnath,13 Oct 1989,167
M Amarnath,22 Oct 1989,91
S Amarnath,1 Oct 1978,100
SW Ambris,29 Sep 2017,38
SW Ambris,5 May 2019,278
CEL Ambrose,12 Mar 1988,-
CEL Ambrose,19 May 1988,24
CEL Ambrose,16 Oct 1988,5
CEL Ambrose,10 Dec 1988,58
CEL Ambrose,7 Mar 1989,-
CEL Ambrose,13 Oct 1989,29
CEL Ambrose,19 Oct 1989,8
CEL Ambrose,15 Mar 1990,-
CEL Ambrose,3 Apr 1990,-
CEL Ambrose,9 Nov 1990,1
CEL Ambrose,26 Feb 1991,19
CEL Ambrose,23 May 1991,32
CEL Ambrose,17 Oct 1991,5
CEL Ambrose,20 Nov 1991,-
CEL Ambrose,6 Dec 1991,80
CEL Ambrose,23 Feb 1992,33
CEL Ambrose,7 Apr 1992,0
CEL Ambrose,4 Dec 1992,33
CEL Ambrose,11 Feb 1993,28
CEL Ambrose,23 Mar 1993,4
CEL Ambrose,28 Oct 1993,-
CEL Ambrose,14 Nov 1993,0
CEL Ambrose,1 Dec 1993,2
CEL Ambrose,16 Feb 1994,10
CEL Ambrose,22 Jan 1995,8
CEL Ambrose,8 Mar 1995,1
CEL Ambrose,24 May 1995,11
CEL Ambrose,15 Dec 1995,12
CEL Ambrose,16 Feb 1996,13
CEL Ambrose,26 Mar 1996,33
CEL Ambrose,6 Dec 1996,38
CEL Ambrose,26 Apr 1997,17
CEL Ambrose,6 Jun 1997,9
CEL Ambrose,1 Nov 1997,10
CEL Ambrose,29 Mar 1998,17
CEL Ambrose,22 Jan 1999,48
CEL Ambrose,14 Apr 1999,27
CEL Ambrose,16 May 1999,2
CEL Ambrose,8 Oct 1999,-
CEL Ambrose,13 Oct 1999,7
CEL Ambrose,1 Apr 2000,15
TR Ambrose,15 Jun 2008,10
MKDI Amerasinghe,18 May 2007,1
MKDI Amerasinghe,5 Feb 2008,5
MKDI Amerasinghe,10 Apr 2008,-
CJA Amini,8 Nov 2014,61
CJA Amini,4 Mar 2018,60
CJA Amini,27 Apr 2019,5
CR Amini,8 Nov 2014,3
Aminul Islam,27 Oct 1988,37
Aminul Islam,28 Apr 1990,71
Aminul Islam,25 Dec 1990,4
Aminul Islam,5 Apr 1995,72
Aminul Islam,16 Jul 1997,73
Aminul Islam,10 Oct 1997,53
Aminul Islam,10 Jan 1998,75
Aminul Islam,14 May 1998,114
Aminul Islam,16 Mar 1999,16
Aminul Islam,20 Mar 1999,53
Aminul Islam,17 May 1999,45
Aminul Islam,8 Oct 1999,66
Aminul Islam,29 May 2000,52
Aminul Islam,5 Oct 2000,30
Aminul Islam,7 Apr 2001,2
Aminul Islam,25 Jan 2002,31
Aminul Islam jnr,20 Mar 1999,1
Amir Hayat,23 Jan 2018,-
Amir Hayat,4 Mar 2018,7
Amir Hayat,30 Aug 2018,0
Amir Hayat,25 Jan 2019,24
Amir Hamza,10 Feb 2012,0
Amir Hamza,5 Jul 2012,3
Amir Hamza,27 Feb 2014,1
Amir Hamza,1 May 2014,-
Amir Hamza,16 Oct 2015,4
Amir Hamza,25 Dec 2015,6
Amir Hamza,16 Feb 2017,2
Amir Hamza,15 Mar 2017,7
Amir Hamza,9 Jun 2017,0
DL Amiss,24 Aug 1972,168
DL Amiss,18 Jul 1973,134
DL Amiss,13 Jul 1974,20
DL Amiss,1 Jan 1975,47
DL Amiss,8 Mar 1975,3
DL Amiss,7 Jun 1975,243
DL Amiss,26 Aug 1976,93
DL Amiss,2 Jun 1977,151
Amjad Ali,24 Jun 2008,96
Amjad Ali,1 Feb 2014,34
Amjad Ali,2 May 2014,137
Amjad Ali,28 Nov 2014,125
Amjad Ali,19 Feb 2015,96
Amjad Ali,16 Nov 2015,32
Amjad Javed,24 Jun 2008,10
Amjad Javed,1 Feb 2014,1
Amjad Javed,28 Nov 2014,-
Amjad Javed,19 Feb 2015,170
Amjad Javed,14 Aug 2016,32
Amjad Javed,26 Jan 2017,-
Amjad Javed,2 Mar 2017,24
Amjad Javed,4 Apr 2017,2
HM Amla,9 Mar 2008,25
HM Amla,29 Aug 2008,83
HM Amla,31 Oct 2008,85
HM Amla,7 Nov 2008,175
HM Amla,16 Jan 2009,199
HM Amla,3 Apr 2009,7
HM Amla,22 Sep 2009,40
HM Amla,8 Nov 2009,80
HM Amla,22 Nov 2009,154
HM Amla,24 Feb 2010,121
HM Amla,22 May 2010,402
HM Amla,15 Oct 2010,244
HM Amla,29 Oct 2010,291
HM Amla,12 Jan 2011,250
HM Amla,24 Feb 2011,306
HM Amla,19 Oct 2011,76
HM Amla,11 Jan 2012,167
HM Amla,25 Feb 2012,176
HM Amla,24 Aug 2012,335
HM Amla,19 Jan 2013,13
HM Amla,10 Mar 2013,204
HM Amla,31 May 2013,20
HM Amla,6 Jun 2013,127
HM Amla,23 Jul 2013,95
HM Amla,6 Nov 2013,59
HM Amla,24 Nov 2013,142
HM Amla,5 Dec 2013,178
HM Amla,6 Jul 2014,258
HM Amla,17 Aug 2014,137
HM Amla,27 Aug 2014,172
HM Amla,21 Oct 2014,169
HM Amla,14 Nov 2014,156
HM Amla,16 Jan 2015,413
HM Amla,15 Feb 2015,333
HM Amla,10 Jul 2015,51
HM Amla,19 Aug 2015,176
HM Amla,11 Oct 2015,89
HM Amla,3 Feb 2016,196
HM Amla,3 Jun 2016,241
HM Amla,5 Oct 2016,74
HM Amla,28 Jan 2017,261
HM Amla,19 Feb 2017,100
HM Amla,24 May 2017,152
HM Amla,3 Jun 2017,154
HM Amla,15 Oct 2017,195
HM Amla,1 Feb 2018,154
HM Amla,29 Jul 2018,161
HM Amla,19 Jan 2019,214
PK Amre,10 Nov 1991,59
PK Amre,6 Dec 1991,131
PK Amre,22 Feb 1992,27
PK Amre,25 Oct 1992,36
PK Amre,7 Dec 1992,121
PK Amre,18 Jan 1993,59
PK Amre,19 Mar 1993,2
PK Amre,25 Jul 1993,8
PK Amre,18 Nov 1993,51
PK Amre,15 Feb 1994,19
Anamul Haque,30 Nov 2012,195
Anamul Haque,23 Mar 2013,53
Anamul Haque,29 Oct 2013,13
Anamul Haque,17 Feb 2014,44
Anamul Haque,26 Feb 2014,227
Anamul Haque,15 Jun 2014,44
Anamul Haque,20 Aug 2014,116
Anamul Haque,21 Nov 2014,200
Anamul Haque,18 Feb 2015,58
Anamul Haque,15 Jan 2018,55
Anamul Haque,22 Jul 2018,33
CJ Anderson,16 Jun 2013,30
CJ Anderson,29 Oct 2013,84
CJ Anderson,10 Nov 2013,-
CJ Anderson,26 Dec 2013,190
CJ Anderson,19 Jan 2014,120
CJ Anderson,21 Oct 2014,1
CJ Anderson,12 Dec 2014,52
CJ Anderson,11 Jan 2015,210
CJ Anderson,31 Jan 2015,-
CJ Anderson,14 Feb 2015,231
CJ Anderson,28 Feb 2015,26
CJ Anderson,25 Jan 2016,45
CJ Anderson,3 Feb 2016,53
CJ Anderson,16 Oct 2016,31
CJ Anderson,21 May 2017,44
CJ Anderson,2 Jun 2017,18
J Anderson,8 Sep 2014,40
J Anderson,16 Jun 2016,41
J Anderson,12 Jul 2016,26
J Anderson,25 Sep 2016,5
J Anderson,27 Sep 2016,39
JM Anderson,15 Dec 2002,16
JM Anderson,16 Feb 2003,2
JM Anderson,17 Jun 2003,6
JM Anderson,28 Jun 2003,-
JM Anderson,7 Nov 2003,-
JM Anderson,18 Nov 2003,4
JM Anderson,24 Apr 2004,-
JM Anderson,27 Jun 2004,13
JM Anderson,28 Nov 2004,-
JM Anderson,10 Dec 2005,11
JM Anderson,28 Mar 2006,17
JM Anderson,15 Oct 2006,16
JM Anderson,12 Jan 2007,4
JM Anderson,16 Mar 2007,0
JM Anderson,1 Jul 2007,14
JM Anderson,21 Aug 2007,1
JM Anderson,1 Oct 2007,2
JM Anderson,9 Feb 2008,5
JM Anderson,15 Jun 2008,13
JM Anderson,18 Aug 2008,-
JM Anderson,22 Aug 2008,-
JM Anderson,14 Nov 2008,2
JM Anderson,20 Mar 2009,8
JM Anderson,24 May 2009,-
JM Anderson,4 Sep 2009,1
JM Anderson,25 Sep 2009,11
JM Anderson,22 Nov 2009,1
JM Anderson,19 Jun 2010,-
JM Anderson,22 Jun 2010,5
JM Anderson,8 Jul 2010,2
JM Anderson,10 Sep 2010,5
JM Anderson,26 Jan 2011,24
JM Anderson,22 Feb 2011,4
JM Anderson,28 Jun 2011,12
JM Anderson,3 Sep 2011,0
JM Anderson,13 Feb 2012,-
JM Anderson,16 Jun 2012,-
JM Anderson,29 Jun 2012,-
JM Anderson,24 Aug 2012,5
JM Anderson,17 Feb 2013,0
JM Anderson,31 May 2013,33
JM Anderson,8 Jun 2013,0
JM Anderson,9 May 2014,-
JM Anderson,22 May 2014,12
JM Anderson,27 Aug 2014,10
JM Anderson,20 Jan 2015,5
JM Anderson,14 Feb 2015,9
RW Anderson,16 Oct 1976,4
RW Anderson,15 Jul 1978,12
JO Angara,19 Oct 1997,3
JO Angara,28 May 1998,3
JO Angara,23 Mar 1999,-
JO Angara,23 May 1999,6
JO Angara,17 Oct 2001,-
JO Angara,29 Aug 2002,5
JO Angara,17 Sep 2002,0
JO Angara,8 Dec 2002,6
JO Angara,4 Mar 2003,0
JO Angara,8 Apr 2003,0
J Angel,13 Sep 1994,-
J Angel,24 Oct 1994,0
J Angel,22 Feb 1995,-
Anil Dalpat,26 Mar 1984,0
Anil Dalpat,6 Apr 1984,6
Anil Dalpat,12 Nov 1984,-
Anil Dalpat,12 Jan 1985,61
Anil Dalpat,20 Feb 1985,17
Anil Dalpat,17 Oct 1986,3
Anisur Rahman,5 Apr 1995,2
Anisur Rahman,25 May 1998,0
SA Ankola,18 Dec 1989,7
SA Ankola,1 Mar 1993,2
SA Ankola,19 Mar 1993,1
SA Ankola,22 Nov 1993,4
SA Ankola,20 Feb 1994,0
SA Ankola,25 Mar 1994,0
SA Ankola,2 Mar 1996,-
SA Ankola,23 Jan 1997,20
Ankur Vasishta,1 May 2014,34
Ankur Vasishta,8 Nov 2014,2
ZS Ansari,8 May 2015,-
Anshuman Rath,8 Nov 2014,77
Anshuman Rath,16 Nov 2015,366
Anshuman Rath,8 Sep 2016,45
Anshuman Rath,4 Nov 2016,74
Anshuman Rath,6 Mar 2018,174
Anshuman Rath,16 Sep 2018,92
HAG Anthony,11 Oct 1995,23
SD Anurasiri,2 Mar 1986,4
SD Anurasiri,30 Mar 1986,5
SD Anurasiri,5 Apr 1986,0
SD Anurasiri,13 Apr 1986,2
SD Anurasiri,27 Nov 1986,0
SD Anurasiri,15 Jan 1987,0
SD Anurasiri,8 Oct 1987,0
SD Anurasiri,25 Mar 1988,11
SD Anurasiri,4 Sep 1988,-
SD Anurasiri,27 Oct 1988,-
SD Anurasiri,15 Oct 1989,5
SD Anurasiri,5 Dec 1990,6
SD Anurasiri,28 Dec 1990,8
SD Anurasiri,17 Jan 1992,-
SD Anurasiri,25 Feb 1992,21
SD Anurasiri,15 Aug 1992,-
SD Anurasiri,4 Dec 1992,-
SD Anurasiri,2 Feb 1993,-
SD Anurasiri,1 Dec 1993,-
SD Anurasiri,15 Feb 1994,0
Anwar Ali,24 Nov 2013,51
Anwar Ali,27 Dec 2013,41
Anwar Ali,27 Feb 2014,21
Anwar Ali,7 Oct 2014,22
Anwar Ali,17 Dec 2014,38
Anwar Ali,26 May 2015,38
Anwar Ali,11 Jul 2015,40
Anwar Ali,11 Nov 2015,54
Anwar Ali,25 Jan 2016,16
Anwar Hossain Monir,9 Oct 2002,0
Anwar Hossain,3 Dec 2002,42
GJAF Aponso,17 Feb 1996,120
MA Aponso,21 Aug 2016,6
MA Aponso,30 Jun 2017,-
MA Aponso,15 Sep 2018,4
MA Aponso,17 Oct 2018,0
Aqib Ilyas,27 Apr 2019,11
Arafat Sunny,17 Feb 2014,7
Arafat Sunny,1 Mar 2014,2
Arafat Sunny,21 Nov 2014,1
Arafat Sunny,9 Mar 2015,3
Arafat Sunny,17 Apr 2015,-
Arafat Sunny,24 Jun 2015,14
Arafat Sunny,7 Nov 2015,21
JC Archer,3 May 2019,-
JC Archer,8 May 2019,-
Ariful Haque,26 Oct 2018,-
GG Arnold,24 Aug 1972,11
GG Arnold,18 Jul 1973,0
GG Arnold,7 Sep 1973,17
GG Arnold,13 Jul 1974,-
GG Arnold,3 Sep 1974,2
GG Arnold,1 Jan 1975,-
GG Arnold,8 Mar 1975,0
GG Arnold,7 Jun 1975,18
RP Arnold,6 Nov 1997,11
RP Arnold,26 Jan 1998,-
RP Arnold,16 Aug 1998,3
RP Arnold,22 Mar 1999,1
RP Arnold,26 Aug 1999,107
RP Arnold,13 Oct 1999,120
RP Arnold,11 Dec 1999,277
RP Arnold,13 Feb 2000,42
RP Arnold,29 May 2000,63
RP Arnold,5 Jul 2000,145
RP Arnold,4 Oct 2000,79
RP Arnold,20 Oct 2000,157
RP Arnold,15 Dec 2000,162
RP Arnold,31 Jan 2001,179
RP Arnold,23 Mar 2001,39
RP Arnold,8 Apr 2001,48
RP Arnold,18 Jul 2001,207
RP Arnold,26 Oct 2001,207
RP Arnold,8 Dec 2001,53
RP Arnold,8 Apr 2002,144
RP Arnold,27 Jun 2002,79
RP Arnold,4 Aug 2002,91
RP Arnold,14 Aug 2002,98
RP Arnold,12 Sep 2002,96
RP Arnold,27 Nov 2002,126
RP Arnold,17 Dec 2002,171
RP Arnold,10 Feb 2003,92
RP Arnold,10 May 2003,13
RP Arnold,22 Feb 2004,37
RP Arnold,20 Apr 2004,64
RP Arnold,30 Jul 2005,170
RP Arnold,31 Aug 2005,12
RP Arnold,25 Oct 2005,172
RP Arnold,31 Dec 2005,73
RP Arnold,13 Jan 2006,321
RP Arnold,17 Mar 2006,16
RP Arnold,17 Jun 2006,20
RP Arnold,6 Jul 2006,42
RP Arnold,8 Feb 2007,95
RP Arnold,15 Mar 2007,118
KJ Arnott,17 Oct 1987,112
KJ Arnott,23 Feb 1992,94
KJ Arnott,1 Feb 1993,14
KJ Arnott,2 Mar 1993,17
KJ Arnott,22 Mar 1993,1
Arshad Ali,16 Jul 2004,7
Arshad Ali,24 Jun 2008,47
Arshad Ayub,8 Dec 1987,22
Arshad Ayub,7 Jan 1988,14
Arshad Ayub,25 Mar 1988,31
Arshad Ayub,27 Oct 1988,9
Arshad Ayub,10 Dec 1988,-
Arshad Ayub,7 Mar 1989,7
Arshad Ayub,13 Oct 1989,19
Arshad Ayub,22 Oct 1989,8
Arshad Ayub,1 Dec 1990,6
Arshad Khan,1 Feb 1993,0
Arshad Khan,8 Apr 1995,9
Arshad Khan,1 Oct 1995,6
Arshad Khan,27 May 1997,0
Arshad Khan,14 Jul 1997,6
Arshad Khan,29 Oct 1998,13
Arshad Khan,6 Nov 1998,8
Arshad Khan,16 Mar 1999,-
Arshad Khan,19 Mar 1999,36
Arshad Khan,8 Apr 1999,0
Arshad Khan,18 Sep 1999,-
Arshad Khan,14 Oct 1999,2
Arshad Khan,23 Mar 2000,4
Arshad Khan,5 Apr 2000,7
Arshad Khan,2 Jun 2000,-
Arshad Khan,5 Jul 2000,12
Arshad Khan,20 Aug 2000,0
Arshad Khan,8 Oct 2000,2
Arshad Khan,2 Apr 2005,16
Arshad Khan,22 May 2005,-
Arshad Khan,12 Dec 2005,12
Arshad Khan,6 Feb 2006,-
Arshad Laeeq,13 Apr 1994,35
Arshad Laeeq,16 Feb 1996,66
Arshad Pervez,13 Jan 1978,8
Arshad Pervez,26 May 1978,3
KLT Arthurton,22 Oct 1988,27
KLT Arthurton,12 Jan 1989,22
KLT Arthurton,7 Mar 1989,116
KLT Arthurton,13 Oct 1989,65
KLT Arthurton,25 Oct 1989,-
KLT Arthurton,3 Mar 1990,0
KLT Arthurton,15 Mar 1990,-
KLT Arthurton,19 Oct 1991,61
KLT Arthurton,20 Nov 1991,38
KLT Arthurton,6 Dec 1991,83
KLT Arthurton,23 Feb 1992,233
KLT Arthurton,7 Apr 1992,28
KLT Arthurton,4 Dec 1992,26
KLT Arthurton,28 Oct 1993,192
KLT Arthurton,9 Nov 1993,156
KLT Arthurton,1 Dec 1993,111
KLT Arthurton,16 Feb 1994,63
KLT Arthurton,17 Oct 1994,95
KLT Arthurton,26 Oct 1994,160
KLT Arthurton,22 Jan 1995,30
KLT Arthurton,11 Mar 1995,69
KLT Arthurton,24 May 1995,75
KLT Arthurton,16 Feb 1996,2
KLT Arthurton,4 Apr 1998,38
KLT Arthurton,29 Oct 1998,81
KLT Arthurton,22 Jan 1999,100
KLT Arthurton,11 Apr 1999,27
KLT Arthurton,16 May 1999,6
B Arun,24 Dec 1986,8
B Arun,2 Apr 1987,13
J Arun Lal,27 Jan 1982,9
J Arun Lal,17 Dec 1982,22
J Arun Lal,1 Dec 1983,0
J Arun Lal,8 Dec 1987,68
J Arun Lal,7 Jan 1988,16
J Arun Lal,18 Mar 1989,7
Asad Ali,26 May 2013,-
Asad Ali,14 Jul 2013,13
Asad Shafiq,21 Jun 2010,17
Asad Shafiq,10 Sep 2010,120
Asad Shafiq,29 Oct 2010,99
Asad Shafiq,22 Jan 2011,30
Asad Shafiq,14 Mar 2011,154
Asad Shafiq,23 Apr 2011,155
Asad Shafiq,28 May 2011,4
Asad Shafiq,14 Sep 2011,51
Asad Shafiq,23 Nov 2011,26
Asad Shafiq,6 Dec 2011,7
Asad Shafiq,10 Feb 2012,20
Asad Shafiq,13 Feb 2012,83
Asad Shafiq,11 Mar 2012,4
Asad Shafiq,13 Jun 2012,68
Asad Shafiq,28 Aug 2012,92
Asad Shafiq,10 Mar 2013,5
Asad Shafiq,17 May 2013,9
Asad Shafiq,23 May 2013,88
Asad Shafiq,7 Jun 2013,41
Asad Shafiq,14 Jul 2013,10
Asad Shafiq,6 Nov 2013,12
Asad Shafiq,30 Nov 2013,1
Asad Shafiq,7 Oct 2014,92
Asad Shafiq,8 Dec 2014,36
Asad Shafiq,26 May 2015,55
Asad Shafiq,3 Oct 2015,39
Asad Shafiq,15 Jan 2017,18
Asghar Afghan,19 Apr 2009,9
Asghar Afghan,30 Aug 2009,53
Asghar Afghan,16 Feb 2010,39
Asghar Afghan,1 Jul 2010,188
Asghar Afghan,16 Aug 2010,0
Asghar Afghan,7 Oct 2010,57
Asghar Afghan,7 Aug 2011,99
Asghar Afghan,25 Aug 2012,66
Asghar Afghan,27 Feb 2014,162
Asghar Afghan,18 Jul 2014,8
Asghar Afghan,28 Nov 2014,97
Asghar Afghan,10 Jan 2015,54
Asghar Afghan,18 Feb 2015,72
Asghar Afghan,16 Oct 2015,114
Asghar Afghan,25 Dec 2015,26
Asghar Afghan,4 Jul 2016,25
Asghar Afghan,12 Jul 2016,65
Asghar Afghan,25 Sep 2016,68
Asghar Afghan,16 Feb 2017,124
Asghar Afghan,15 Mar 2017,201
Asghar Afghan,9 Jun 2017,13
Asghar Afghan,5 Dec 2017,19
Asghar Afghan,9 Feb 2018,6
Asghar Afghan,20 Mar 2018,43
Asghar Afghan,27 Aug 2018,64
Asghar Afghan,17 Sep 2018,115
Asghar Afghan,28 Feb 2019,226
Asghar Afghan,10 May 2019,22
Asghar Afghan,19 May 2019,43
Asghar Ali,16 Jul 2004,14
Ashfaq Ahmed,11 Jan 2018,154
Ashfaq Ahmed,4 Mar 2018,101
Ashfaq Ahmed,30 Aug 2018,45
Ashfaq Ahmed,25 Jan 2019,25
Ashfaq Ahmed,10 Apr 2019,19
Ashfaq Ahmed,3 Aug 1994,-
Ashraf Ali,5 Dec 1980,-
Ashraf Ali,21 Nov 1981,33
Ashraf Ali,29 Mar 1982,-
Ashraf Ali,25 Jan 1984,11
Ashraf Ali,9 Mar 1984,-
Ashraf Ali,12 Oct 1984,6
Ashraf Ali,22 Mar 1985,19
Ashraf Ali,13 Oct 1985,-
R Ashwin,5 Jun 2010,38
R Ashwin,20 Oct 2010,-
R Ashwin,28 Nov 2010,0
R Ashwin,20 Mar 2011,10
R Ashwin,13 Jun 2011,23
R Ashwin,3 Sep 2011,37
R Ashwin,14 Oct 2011,15
R Ashwin,29 Nov 2011,37
R Ashwin,5 Feb 2012,81
R Ashwin,13 Mar 2012,-
R Ashwin,21 Jul 2012,23
R Ashwin,30 Dec 2012,34
R Ashwin,11 Jan 2013,33
R Ashwin,6 Jun 2013,11
R Ashwin,30 Jun 2013,34
R Ashwin,13 Oct 2013,33
R Ashwin,21 Nov 2013,19
R Ashwin,5 Dec 2013,34
R Ashwin,19 Jan 2014,94
R Ashwin,26 Feb 2014,27
R Ashwin,27 Aug 2014,26
R Ashwin,2 Nov 2014,0
R Ashwin,18 Jan 2015,14
R Ashwin,15 Feb 2015,30
R Ashwin,18 Jun 2015,4
R Ashwin,11 Oct 2015,-
R Ashwin,12 Jan 2016,1
R Ashwin,15 Jan 2017,16
R Ashwin,11 Jun 2017,1
R Ashwin,23 Jun 2017,-
Asif Ali,13 Jul 2018,114
Asif Ali,16 Sep 2018,77
Asif Ali,11 Nov 2018,9
Asif Ali,8 May 2019,142
Asif Iqbal,11 Feb 1973,3
Asif Iqbal,31 Aug 1974,24
Asif Iqbal,7 Jun 1975,53
Asif Iqbal,16 Mar 1977,59
Asif Iqbal,3 Nov 1978,62
Asif Iqbal,9 Jun 1979,129
Asif Iqbal (1),16 Nov 2015,8
Asif Mahmood,8 Nov 1998,14
Asif Masood,11 Feb 1973,4
Asif Masood,31 Aug 1974,-
Asif Masood,7 Jun 1975,6
Asif Masood,16 Oct 1976,0
Asif Mujtaba,4 Nov 1986,0
Asif Mujtaba,28 Nov 1986,11
Asif Mujtaba,2 Jan 1987,67
Asif Mujtaba,20 Nov 1987,0
Asif Mujtaba,20 May 1992,92
Asif Mujtaba,4 Dec 1992,158
Asif Mujtaba,26 Dec 1992,0
Asif Mujtaba,2 Feb 1993,15
Asif Mujtaba,9 Feb 1993,164
Asif Mujtaba,2 Mar 1993,-
Asif Mujtaba,23 Mar 1993,68
Asif Mujtaba,29 Oct 1993,222
Asif Mujtaba,24 Dec 1993,84
Asif Mujtaba,3 Mar 1994,24
Asif Mujtaba,15 Apr 1994,50
Asif Mujtaba,3 Aug 1994,49
Asif Mujtaba,7 Sep 1994,1
Asif Mujtaba,16 Oct 1994,-
Asif Mujtaba,12 Jan 1995,24
Asif Mujtaba,25 Feb 1995,20
Asif Mujtaba,7 Apr 1995,17
Asif Mujtaba,1 Sep 1996,2
Asim Butt,16 May 1999,23
Asim Saeed,16 Jul 2004,12
NJ Astle,22 Jan 1995,45
NJ Astle,29 Mar 1995,130
NJ Astle,15 Nov 1995,200
NJ Astle,15 Dec 1995,39
NJ Astle,28 Jan 1996,168
NJ Astle,14 Feb 1996,111
NJ Astle,26 Mar 1996,110
NJ Astle,7 Nov 1996,80
NJ Astle,4 Dec 1996,91
NJ Astle,20 Feb 1997,233
NJ Astle,25 Mar 1997,35
NJ Astle,9 May 1997,218
NJ Astle,1 Oct 1997,74
NJ Astle,6 Dec 1997,147
NJ Astle,4 Feb 1998,351
NJ Astle,8 Feb 1998,135
NJ Astle,17 Apr 1998,123
NJ Astle,21 Jun 1998,203
NJ Astle,24 Oct 1998,19
NJ Astle,14 Feb 1999,256
NJ Astle,17 May 1999,79
NJ Astle,5 Nov 1999,234
NJ Astle,2 Jan 2000,320
NJ Astle,17 Feb 2000,242
NJ Astle,20 Aug 2000,20
NJ Astle,27 Sep 2000,57
NJ Astle,9 Oct 2000,86
NJ Astle,20 Oct 2000,120
NJ Astle,2 Jan 2001,147
NJ Astle,31 Jan 2001,58
NJ Astle,17 Feb 2001,240
NJ Astle,18 Jul 2001,290
NJ Astle,26 Jan 2002,122
NJ Astle,13 Feb 2002,221
NJ Astle,9 Apr 2002,63
NJ Astle,21 Apr 2002,25
NJ Astle,5 Jun 2002,107
NJ Astle,15 Sep 2002,5
NJ Astle,26 Dec 2002,123
NJ Astle,10 Feb 2003,213
NJ Astle,26 Jun 2004,157
NJ Astle,10 Sep 2004,163
NJ Astle,2 Nov 2004,83
NJ Astle,5 Dec 2004,81
NJ Astle,26 Dec 2004,6
NJ Astle,19 Feb 2005,132
NJ Astle,26 Aug 2005,192
NJ Astle,23 Oct 2005,52
NJ Astle,3 Dec 2005,50
NJ Astle,31 Dec 2005,139
NJ Astle,18 Feb 2006,295
NJ Astle,16 Oct 2006,71
NJ Astle,28 Dec 2006,83
NJ Astle,14 Jan 2007,46
TD Astle,20 Dec 2017,64
TD Astle,6 Jan 2018,5
TD Astle,31 Jan 2019,10
TD Astle,16 Feb 2019,-
SK Atai,27 Apr 2019,-
MS Atapattu,1 Dec 1990,8
MS Atapattu,10 Jan 1992,31
MS Atapattu,15 Aug 1992,4
MS Atapattu,3 Apr 1996,10
MS Atapattu,3 Sep 1996,-
MS Atapattu,11 Nov 1996,74
MS Atapattu,3 Apr 1997,189
MS Atapattu,12 May 1997,161
MS Atapattu,6 Jun 1997,1
MS Atapattu,14 Jul 1997,255
MS Atapattu,17 Aug 1997,180
MS Atapattu,1 Nov 1997,71
MS Atapattu,22 Dec 1997,22
MS Atapattu,22 Jan 1998,71
MS Atapattu,5 Apr 1998,165
MS Atapattu,19 Jun 1998,210
MS Atapattu,14 Aug 1998,178
MS Atapattu,26 Oct 1998,22
MS Atapattu,6 Nov 1998,98
MS Atapattu,11 Jan 1999,222
MS Atapattu,19 Mar 1999,56
MS Atapattu,14 May 1999,139
MS Atapattu,22 Aug 1999,169
MS Atapattu,13 Oct 1999,53
MS Atapattu,11 Dec 1999,148
MS Atapattu,13 Feb 2000,253
MS Atapattu,29 May 2000,245
MS Atapattu,5 Jul 2000,145
MS Atapattu,4 Oct 2000,2
MS Atapattu,20 Oct 2000,259
MS Atapattu,15 Dec 2000,174
MS Atapattu,31 Jan 2001,169
MS Atapattu,23 Mar 2001,150
MS Atapattu,8 Apr 2001,158
MS Atapattu,18 Jul 2001,167
MS Atapattu,26 Oct 2001,146
MS Atapattu,8 Dec 2001,158
MS Atapattu,8 Apr 2002,233
MS Atapattu,27 Jun 2002,209
MS Atapattu,4 Aug 2002,134
MS Atapattu,14 Aug 2002,134
MS Atapattu,12 Sep 2002,204
MS Atapattu,27 Nov 2002,222
MS Atapattu,17 Dec 2002,265
MS Atapattu,10 Feb 2003,382
MS Atapattu,4 Apr 2003,61
MS Atapattu,10 May 2003,66
MS Atapattu,7 Jun 2003,94
MS Atapattu,18 Nov 2003,-
MS Atapattu,20 Feb 2004,70
MS Atapattu,20 Apr 2004,59
MS Atapattu,18 Jul 2004,142
MS Atapattu,20 Aug 2004,187
MS Atapattu,14 Sep 2004,44
MS Atapattu,6 Oct 2004,223
MS Atapattu,26 Dec 2004,4
MS Atapattu,30 Jul 2005,139
MS Atapattu,31 Aug 2005,108
MS Atapattu,25 Oct 2005,216
MS Atapattu,31 Dec 2005,175
MS Atapattu,13 Jan 2006,299
MS Atapattu,17 Mar 2006,-
MS Atapattu,7 Oct 2006,121
MS Atapattu,28 Dec 2006,94
MS Atapattu,8 Feb 2007,81
Ata-ur-Rehman,4 Dec 1992,0
Ata-ur-Rehman,19 Feb 1993,0
Ata-ur-Rehman,26 Mar 1993,2
Ata-ur-Rehman,30 Oct 1993,-
Ata-ur-Rehman,3 Mar 1994,14
Ata-ur-Rehman,15 Apr 1994,-
Ata-ur-Rehman,2 Dec 1994,5
Ata-ur-Rehman,29 Sep 1995,6
Ata-ur-Rehman,9 Mar 1996,0
Ata-ur-Rehman,7 Apr 1996,1
